"user_nickname","content","signature","count_en","count_dg","count_sp","count_zh","count_pu","ads_status","phone_status","kind_words","num_words","LABEL"
"Yolanda最爱🍋茶","PC重磅 | 想做Data Analyst的你，SQL这种必备技能包还不了解一下？",0,0,0,0,0,0,1,1,0,0,0
"🐳","dt house，六月一号到八月二十六号租，包所有，近UT，RU，三分钟步行到Wellesley station，靠近各种超市，欢迎安静事少的女生","红红火火恍恍惚惚",0,0,0,8,0,1,1,0,0,0
"S_uyiiiiiii","@❤yarina❤ 你们没开啊？",0,0,0,0,0,0,1,1,0,0,1
"AND","有多余的牛肉干嘛？@Henry 韩昭 ",0,0,0,0,0,0,1,1,0,0,1
"❤yarina❤","@S_uyiiiiiii 啊！今天店没开啊","幸福就是如此！！！",0,0,0,6,3,1,1,0,0,1
"地产经纪-民居,土地,商场,工业园区","我总是收到声称是中国大使馆打来的电话。每次，我都是没听完就把它给关掉了。一听就知道是骗子打来的。之后，就把他给屏蔽掉了。","上善若水，厚德载物。",0,0,0,8,2,1,1,0,0,1
"Monsoonelf","推荐hps的课 真的啊没有一门不水的[捂脸]","我心中有一个宝藏，它空无一物，它也价值千金。",0,0,0,19,3,1,1,0,0,1
"Pennnnnnnnnnnnny","多元求个carpool","         浮云吹作雪 世味煮成茶",0,0,10,10,0,1,1,0,0,1
"jimWang","【好友向你求助】求赠送免费金币，就差一点就赢了！",0,0,0,0,0,0,1,1,0,0,1
"😖C😖","我这些穷孩子 默默的在看着土豪们玩耍","我很好 im fine 나는 괜찮아.<span class=""emoji emojiae""></span>️",31,0,6,8,10,0,1,6,7,1
"亨利yang","我这些穷孩子 默默的在看着土豪们玩耍+1",0,0,0,0,0,0,1,1,0,0,1
"EricL💪","提供四月三十号星期一早上八点温莎到多伦多Carpool",0,0,0,0,0,0,1,1,0,0,0
"👑","提供5.6回国有偿带物","一切都是最好的安排",0,0,0,9,0,1,1,0,0,0
"Grace","罚款$50,000+监禁2年+吊销驾照5年+6分","柳暗花明又一村",0,0,0,7,0,1,1,0,0,1
"黑洞","求五月14号下午从多伦多皮尔逊机场到温莎的卡普。飞机是15：15到，共三人。🙏","命运既然垂青于我们这些活着的人，那么它肯定不愿意我们苟过下去",0,0,0,29,1,1,1,0,0,1
"老西",1,"有人冒充我网名加好友骗钱，我真QQ609857451. 微信laoxicanada。",13,9,1,16,3,0,1,2,2,1
"MYBEAUTYSTUDIO",1,0,0,0,0,0,0,1,1,0,0,1
"noname","[帮转] 445 Randolph招租 五月一号一间二楼女生房 七月一号一楼一间房   房间干净 三个卫生间 两个厨房 近大学 房东和室友都很nice ",0,0,0,0,0,0,1,1,0,0,0
"黎某…某燊","185 Randolph Place 有房出租，5分钟到温莎大学，十分钟到商科楼和工程楼，house距离河边非常近（去河边跑步、散步都非常方便）。有非常大的客厅和饭厅，沙发、餐桌等家具一应俱全。后院很大，可以停多辆车，可以晒衣服和被子等，夏天可以在后院BBQ，房子很干净，房间有独立空调，包水电暖网，地下室有洗衣机和烘干机。出租信息：一楼一间卧室，大房间有独立卫浴，房租面谈。二楼大房间有独立卫生间，浴室和二楼的同学共享，房租面谈。二楼小房间，浴室和二楼的同学共享，房租350. 有短租需求可商量。PS：不能养宠物，不能在室内抽烟。价格面议。有意者添加微信号：1142412875  or limoumoushen5-8月份会有2个同学，楼下1个女生楼上1个男生，都是温莎大学的学生。以及一个工作的大叔。",0,0,0,0,0,0,1,1,0,0,0
"Jason张","Hps211不介意写点essay的话挺推荐的","Shoot for the moon",15,0,3,0,0,1,1,4,4,1
"🌈·Bonnie","别谈恋爱了，来弹球吧！","      Time tries all<span class=""emoji emoji2728""></span>      <span class=""emoji emoji1f340""></span>      ʚ爱ɞ   是一切的答案",59,8,27,9,16,0,1,8,13,0
"ElaineLu","还得看城市，上次去Seville,据说夏天会超热的","行到水穷处，坐看云起时。",0,0,0,10,2,1,1,0,0,1
"蘭","请问有谁可以提供York Region的出租房间？我朋友的儿子想租四个月以便他在Newmarket的短期工作。谢谢！","Chase dreams.",11,0,1,0,1,1,1,2,2,1
"Bwoah～","求一个 明天能搬家的皮卡","Much stronger and more ambitious in 2017<span class=""emoji emoji1f4aa""></span>",56,6,8,0,8,0,1,11,12,1
"IvyLiang最懂税务的地产Broker","这个群是安装冷气的吗？我需要尽快安装，找谁啊？","开心、知足",0,0,0,4,1,1,1,0,0,1
"yan","@蘭 什么时候开始，",0,0,0,0,0,0,1,1,0,0,1
"淡、","[有人@我]整个朋友圈都在玩&amp;lt;弹球王者&amp;gt;！主播们已经玩到停不下来！","不忘初心，方得始终",0,0,0,8,1,1,1,0,0,0
"🙈媚媚一笑のElyse梁梁🙉","谢谢分享@Ligeia*~🇨🇦 ","【幸运的人总能够把握意想不到的机会，从而为自己带来好运。】",0,0,0,25,4,1,1,0,0,1
"程序媛","300本计算机编程的经典书籍下载",0,0,0,0,0,0,1,1,0,0,0
"倚窗探梦-江西","今日早报:4月28日，星期六，农历三月十三","穿透雾霾背后的阳光、",0,0,0,9,1,1,1,0,0,0
"紫水晶","暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville （已安装）
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana （7年暖炉-不用换）
7.Grace (furnace &water tank) Mississauga
🌹8.Maggie X （暖炉/热水炉）Oakville
🌹9.王锐（暖炉），oakville 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）（已安装）
🌹18.Judy （新房）冷气（Mississauga)
🌹19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
🌹22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华(暖炉)
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
31.如意（暖炉，Markham）
🌹32.霍东辉（7年暖炉-不用换）oakville 
33.Paul w(暖炉:Scarborough 
34.Yuki （暖炉，热水炉：Richmond hill）
35.包包 暖炉，空调Mississauga
36. melissa 热水炉，暖炉，空调)Oakville
37.Annie 热（暖炉，热水炉）mississauga
38.文奎 （暖炉，热水炉）mississauga
39.孙翔(暖炉，热水炉)世家堡
40. 猪兔妈妈 ( 暖炉 热水炉) Mississauga 
41.winne( 暖炉/空调:Mississ
42.紫水晶(暖炉/空调)Mississauga 
43.
44.
45.
46.
47.
48.
49.
50.","拍拍灰尘，震作精神，前方是坎坷路，我也要奔(钱)前程",0,0,0,21,5,1,1,0,0,0
"兔小白","今晚有活动么？","人性本善",0,0,0,4,0,1,1,0,0,1
"Annie~温哥华传媒","亲！[嘴唇] 需要做微信推广吗？

快速提高销售业绩的方法来了，让几十万消费者有机会看见贵公司的广告！🚀","去留无意，看庭前花开花落！",0,0,0,11,2,1,1,0,0,0
"禹给力","请问大家5人本有什么好玩的，不需要主持人的。🙏",0,0,0,0,0,0,1,1,0,0,1
"小豬","出奶茶色英短",0,0,0,0,0,0,1,1,0,0,0
"安娜","价格呢@小豬 ",0,0,0,0,0,0,1,1,0,0,1
"会吃萝卜的人",1,0,0,0,0,0,0,1,1,0,0,1
"sunny","我在砍价免费拿可伸缩晾衣架，一刀一刀砍砍砍！","承接室内设计、施工图、效果图、UI设计、APP设计、网页设计",5,0,0,20,5,0,1,2,2,0
"Shu.🌸",1,"<span class=""emoji emoji1f338""></span><span class=""emoji emoji1f430""></span><span class=""emoji emoji1f430""></span><span class=""emoji emoji1f430""></span><span class=""emoji emoji1f338""></span>",120,20,10,0,40,0,1,5,25,1
"霖霖","新人弱弱的和大家打个招呼","<span class=""emoji emoji1f451""></span>",24,4,2,0,8,0,1,4,5,1
"阳光炯炯","一个脸瘦长，矮小的华人男子领着一个邋里邋遢分不清国籍的外国人出现在我家门口，我们一开门，华人男子就逃跑了，留下那个外国人拎着很脏的旅行袋，理所当然地往我们家进，被示意请他离开，还很无奈。

看样子是被人骗说我们这里是收留所吗？",0,0,0,0,0,0,1,1,0,0,1
"卓越",1,"成功者决不放弃。
放弃者绝不成功。",0,0,1,14,2,1,1,0,0,1
"天善智能数据伯乐","上线三天，学员数破百人!值得信赖的热度!
 https://edu.hellobi.com/course/272 学员活跃爆棚，这里有最靠谱的社群! 限时特惠399，早加入课程早服务，早日职场进步!    
PS：发小程序，广告都移除了，不要广告","有意向看机会的朋友请加微信：datajob",7,0,0,13,1,1,1,1,1,0
"非著名前端菜鸽子-梓瑜","@桑榆未晚 还有我","True love stories never have endings, but forever.",41,0,7,0,2,1,1,8,8,1
"CarolHuang","我也想去西班牙","各类保险，基金，4169888897",0,10,0,6,2,0,0,1,1,0
"李静","一定要报警立案。也许不止你家一个发生这种情况，警察应该知道的","简朴的生活，高贵的心",0,0,0,9,1,1,1,0,0,1
"呃x＇Vivian","@阳光炯炯 你家大概位置","<span class=""emoji emoji1f49e""></span>",25,3,2,0,8,0,1,4,5,1
"大家好！","艳在么？","好想好想福儿！",0,0,0,6,1,1,1,0,0,1
"Rebecca","有木有朋友有温哥华 班夫那边的旅游攻略呀","To see but not to say. C'est la vie, En Rose",31,0,10,0,3,1,1,12,12,1
"TinaXu,MBATop地产经纪","班服真的很美 一定要随时手机充好电 我当时看见熊了 手机没电 没照上","楼花全部在手 二手房卖高买低",0,0,1,13,0,0,1,0,0,0
"Derrick","Ths",0,0,0,0,0,0,1,1,0,0,1
"梁","@蘭 5月中下旬可以吗？",0,0,0,0,0,0,1,1,0,0,1
"DavidDai-加拿大注册理财策划师","@房东网信息 [强][强][强]","注册理财策划师，加拿大多伦多。",0,0,0,13,2,1,1,0,0,0
"🍓🍦IcEy_Miss🐱","@烎 ","本号已满",0,0,0,4,0,1,1,0,0,0
"Alice","大学文凭办理，此广告长期有效💎
👑毕业证、成绩单等全套材料.
（可以提供钢印、水印、烫金、激光防伪、凹凸版、最新版的毕业证、百分之百让您绝对满意。）
👑真实使馆认证，回国证明
（回国证明是留学人员在国内证明留学身份、联系工作、创办企业、落转户口、申请国内各类基金等必备的材料。还可以享受购买国产汽车免税等多项优惠政策。)
👑（国家专业人才认证中心颁发入库证书，留信网永久存档可查。）
 真实出国各类公证，外交部、驻华使馆双认证、无犯罪记录证明、雅思代考
👍<不成功不收费>👍🔥🔥
📞本号不加人，请添加微信/QQ 1418467333
  或扫一扫下面二维码
",0,0,0,0,0,0,1,1,0,0,0
"Jean","今天第一次发言希望有朋友能够给点建议。我有一个出租condo 我分开租给两个女孩，几年来一直没事。前两天管理处就告诉我最近噪音很严重，楼下投诉几次了。今天又打电话来说condo 是single family dwelling, 不可以分租，让我立刻给房客30天notice 搬走，没有商量余地。碰到这种情况我有可能和他们争辩吗？","感谢生活温柔以待",0,0,0,8,0,1,1,0,0,1
"Lily","summer有hps100吗？感觉那门课超简单，youtube lecture和online tutorial，出现考个 final就好",0,0,0,0,0,0,1,1,0,0,1
"Pong安利",1,"💮朋友圈整理中 暫時關閉💮",0,0,1,10,2,1,1,0,0,1
"天天接送",1,0,0,0,0,0,0,1,1,0,0,1
"A阿星[烟+酒]Tim咖啡卡折扣出","Tim咖啡电子卡.特价好折扣出。招代理
🍻北京红星二锅头🍻
🍻天津高粱酒🍻
🍻泸州老窖🍻
🍻古越龙山🍻
___________________
🎉Belmont🎉
🎉NEXT🎉
🎉DK""S🎉
🎉PUTTERS🎉
🎉OAKDALE🎉
🎉CANADIAN GOOSE🎉
🎉BB🎉
🎉万宝路双爆🎉
🎉中华🎉
🎉黄鹤楼大彩🎉
🎉中国玉溪🎉
🎉软壳经典红塔山🎉
🎉经典红塔山🎉
🎉中南海🎉
🎉广东双喜🎉
🎉七匹狼🎉
🎉南洋双喜🎉
🎉红梅🎉
🎉哈德门🎉
需要的朋友加我微信[握手]",0,0,0,0,0,0,1,1,0,0,0
"徐圆圆翻译公证7789520081","猪油原来这么厉害？对这十几种病都有效！不吃就亏大了",0,0,0,0,0,0,1,1,0,0,0
"Iris","请问有没有靠谱的猫咪自动喂食器推荐？",0,0,0,0,0,0,1,1,0,0,1
"子不语","这游戏是想逼死强迫症吗！",0,0,0,0,0,0,1,1,0,0,0
"流于形式事情--孙松乔","出一台MSI GT70 笔记本电脑 gtx970m 有兴趣的加微信详聊 谢谢！","The indifference of good men",24,0,4,0,0,1,1,5,5,0
"棋牌平台【免费】招代理🔥周入数万","🏁众发娱乐🏁
0⃣投资👉0⃣代理
🚀不花一分钱免费注册推广！
😍无限代流水佣金！无限代！🚀
🎉努力推广一个月，打造管道收入，躺赚佣金
👉完全0投资带你周入万元
👉推广赚无限代流水提成
📈敢于挑战周薪10万联系我
🎉 佣金提现秒到你账户
🎯诈金花🎲牛牛🎲斗地主🎲推筒子🎲麻将🎲彩票🎲北京赛车🎲幸运飞艇🎲嗨到爆！
📢【手机彩票】全新上线、开奖与国家号码同步、重磅出击‼️多种玩法🈵
💜免房卡，随玩随走，万人在线真实对战‼️
💯注册送12元，盈利50元秒提现👋👋👋👍👍👍​​​​



[红包]2018最火棋牌🔥🔥
[红包]招募实力玩家和代理
🇨🇳正规平台100%真实玩家[拥抱]🎉百万人真实玩家在线🎉绝无外挂
🎉长久稳定
🤝注册即送12元
💵棋牌游戏
♥️斗地主♦️炸金花[炸弹]牛牛⚡️ 推筒子[月亮]️麻将
🔥 国家彩票
⭐️ 重庆时时彩🌟 北京赛车☀️ 广东11选5🌞 幸运飞艇❇ 江苏快三🌛 PC蛋蛋💥 香港六合彩等～～
📱识别下方二维码 浏览器打开即可注册下载玩游戏[勾引]不贪心，日入500-1000绝对不是问题！来吧[勾引][勾引][勾引]
注册下载充值后（线下充值支付宝、微信、银行卡转账秒到～提现一分钟内必到账。平台客服24小时随时在线提供服务）邀请进官方彩票稳赚计划群，提供棋牌游戏玩法赚钱秘籍。
🎃 招平台代理50名
💐 拿团队无限代裂变流水佣金
🌼 提供全套赚钱方法
🌸 一对一指导，拉进团队群，轻松周入3万++。
🌎加入本团队除平台外额外流水奖励
，具体私聊。奖励直推会员每人1元
报销地推费用
奖励政策直到周入过万为止    欢迎大咖团队跳槽   绝对让你满意
本人微信号wx1817788
💥 注册下载好或遇到下载注册问题切记一定加本人微信号，绝对让你收获多多
🔥 注册下载

识别二维码～点击继续访问～选择浏览器打开～即可注册下载（登录私聊本人）拉你进会员群
[玫瑰]众发娱乐温馨提示[玫瑰]
[鼓掌]当总业绩流水达到↙...
1，达到10万佣金多拿100
2，达到30万佣金多拿300
3，达到60万佣金多拿600
4，达到100万佣金多拿2000
5，达到200万佣金多拿4000
6，达到400万佣金多拿8000
7，达到600万佣金多拿12000
8，达到800万佣金多拿16000
9，达到1000万多拿20000","2018年目标：直推会员500名.代理300名。带200名伙伴周入过万",0,13,0,19,3,0,1,4,4,0
"eon","求卡普，能坐五个人的～","                            persist.",7,0,28,0,1,1,1,1,1,0
"绮丽（瓜瓜）","[玫瑰][玫瑰]我这周又收入7800多元，就是通过这个系统给我的，自动进人，，从注册成功后那一秒开始，比你晚注册的所有人都将成为你的消费团队，一周就突破一万人，先有团队先受益后考虑加盟，这是横扫一切平台，秒杀一切模式的全自动系统，抓紧免费注册抢占黄金点位  ：
http://yc.8c.com.cn/w326246/v1.html



想赚钱就注册，与钱无缘无话说！央视推广【模式致胜，永不卖货】","做啥",0,0,0,2,0,1,1,0,0,1
"马英伦","@eon ","其实我 并没有恶意、",0,0,1,8,1,1,1,0,0,1
"尼尼🙆","🏡 近大学Askin一间女生房转lease 租期5月～8月 走路3分钟到大学 2分钟到1C公交站 房间干净 无地下室无阁楼 家具齐全 拎包即住 室友超级友好 有意者请加微信！",0,0,0,0,0,0,1,1,0,0,0
"BruceZz","无家可归！求兄弟收留！","感恩，自信，思维，信念，微笑。",0,0,0,10,5,1,1,0,0,1
"玲儿","🎀 🎀 看片加我🎀 🎀 
 男人的天堂[色][色]

👉 点宝宝头像加我好友。💋 💋 [色]","美好的回忆",0,0,0,5,0,1,1,0,0,0
"3D定制牛扒","求五号晚上回温莎卡普","我吃故我在",0,0,0,5,0,1,1,0,0,1
"秋水","公开做假证"," ",0,0,1,0,0,1,1,0,0,1
"Amy","棒球帽还团吗？","只有让自己足够强大，才能不被生活践踏，才能畅通无阻",0,0,0,23,2,1,1,0,0,1
"Carrie","@阳光炯炯 注意安全，别开门给陌生人。开完你的事情有点后怕","Live, Laugh &amp; Love ............Tomorrow will be another day!",40,0,8,0,16,1,1,9,9,1
"🚙王琳岩","需要5月1号下午4点左右到底特律机场的卡普",0,0,0,0,0,0,1,1,0,0,1
"日天帝","这游戏也太虐了，我为什么要手贱点进来…","Rook and roll can never die",22,0,5,0,0,1,1,6,6,0
"Angie'sBakery(工作中回复慢见谅)","儿子今早吃了香菇牛肉酱，直夸好吃😄","屏蔽不加，相互尊重，谢谢！",0,0,0,10,3,1,1,0,0,1
"lan"," 出1万多美金，加币，需要人民币，只接受当面交易！现时汇率！",0,0,0,0,0,0,1,1,0,0,0
"Will","招收快递资料整理员(200名）
    快递资料整理员：每单1-2圆，收入一天可以达到80-200￥左右
主要是给快递公司，淘宝 天猫  京东 微店发货快递单号的录入，
包括：快递单号  地址 姓名  手机号，需要要对资料进行保密
1：手机电脑都可以做，时间地点自由（多劳多得）单天结算
2 :正规工作，没押金不收会费，手机电脑都可以做。
 加手机 QQ: 8617078316765（手机直接点击号码添加）
              (诚信招人，录入为本)  
【注：不需要身份证等重要信息】
【帮朋友转发，是真的 想做加她QQ 】","今天只有残留的躯壳，迎接光辉岁月！！",0,0,0,15,3,1,1,0,0,0
"kelly","装一个摄像头或者可视门铃，ring这个牌子的，最近治安特别不好@阳光炯炯 ","2018年身体健康，阖家幸福，心想事成，工作顺利，开心快乐每一天",0,4,0,24,4,1,1,1,1,1
"青梅竹马","这游戏是怎么玩的","如果我再也见不到你，祝你早午晚都安。",0,0,0,16,2,1,1,0,0,1
"丽红"," 🎉第十五团🎈应大家要求我们染发剂第 1️⃣5⃣️ 团开始啦[嘿哈]这好东东太受欢迎[强] 😄
意大利🇮🇹Herbatint 植物染发剂，含有8种有机植物成分，不含阿摩尼亚，不含帕拉苯，超低量过氧化氢, 不刺鼻无异味，皮肤科医生测试认可，敏感肌肤都适用，短发一盒可以用两次，男性短发用四次。不伤头皮和头发，无刺激味道。
团购价14 包税。请将自己选的色号标清楚😊💆
                        
1、胡英 5N、6Ｎ各一盒
2、Sherry Zhu 2N 两盒
3、Sharon 3N 一盒
4、Joey   6N  一盒
5、Annie   6N  一盒
6、Lilly song 2N 四盒3N三盒 1N一盒
7、LEE 5N 两盒
8、丽红 4N 1盒",0,0,0,0,0,0,1,1,0,0,0
"锋哥（程序十年）","100套微信小程序源码下载：https://mp.weixin.qq.com/s/BFNcwhwyQqYDBPnXhdIdeQ","相信缘分，一切随缘",0,0,0,8,1,1,1,0,0,0
"幺妹厨房在线接单ing","@Angie's Bakery(工作中回复慢见谅) 谢谢宝贝的认可[拥抱]","你是来留学，不是来流浪，幺妹厨房，给你家的味道 🌶️",0,0,1,20,5,1,1,0,0,0
"Isabelle","不好意思等会可以过来拿酱吗？",0,0,0,0,0,0,1,1,0,0,1
"Ivy教育基金旅遊，車房人壽保險","@Isabelle 你順便幫我拿一下好吧？","保險 投資 教育基金",0,0,2,8,0,1,1,0,0,0
"于嘉诚Jack","...挖坟挖一个这么老的群，就为了发个上礼拜的新闻？？","顺其自然",0,0,0,4,0,1,1,0,0,1
"Merci","提供4.29号（周日）中午温莎到多伦多，4月30号（周一）下午多伦多回温莎卡普、需要的朋友卡可以私信我、🙏。","平静",0,0,0,2,0,1,1,0,0,0
"Adoy","有人要小猫树吗。dt自取 for fre","没什么不一样",0,0,0,6,0,1,1,0,0,1
"水乡里的春天","調教南昌离异の骚妇",0,0,0,0,0,0,1,1,0,0,0
"加华锦桥",1,"各自宇宙   各证一境",0,0,3,8,0,1,1,0,0,0
"centennial.robotics@gmail.com","各位同学，早上好。我出租房的代款有一项被写上了用于自住，当时由于粗心也没有仔细查看，由于时间紧迫，只有一周了。请问有经验的同学指导一下策略。谢谢。","愿中国繁荣昌盛!",0,0,0,7,1,1,1,0,0,1
"电气工程","提供5月5号早上温莎到多伦多和晚上多伦多回温莎当天往返卡普，可接送机","这个世界有些冷",0,0,0,7,0,1,1,0,0,0
"🍂落叶知秋🍂",1,0,0,0,0,0,0,1,1,0,0,1
"____Amber","老板今天有啥肉",0,0,0,0,0,0,1,1,0,0,1
"囍辣售货员地点Ｂ",1,"<span class=""emoji emoji1f380""></span>我的生活因有你们而美丽！",24,4,2,11,9,0,1,4,5,0
"钢琴超市604-306-2563","忍无可忍！万锦市数十名华人家长游行抗议，只为心中一份正义","家教信息平台，二手钢琴专家",0,0,0,12,1,0,1,0,0,0
"Cyndi😏","多少錢","我只用 instagram： cyndicy",16,0,2,3,1,1,1,2,2,1
"赵士越🍻","提供30号早上温莎去多伦多顺风车","Manners maketh man",16,0,2,0,0,1,1,3,3,0
"移民项目方~Sasha","以下是我查询网站上的信息。房子semi出租出去了，租客一家4口3个月水费420-450刀
多伦多水费均价: $2.2/度(一立方米,或一吨)

$100/2.2=45.4度, 45.4/30天=1.5度/天, 4个人太多了点, 估计每人天天洗澡30分钟以上, 

俺家原来一个半独立HOUSE连租客一家共6个人, 一天用水在0.6度, 一个月均用$30--40刀. ","投资多伦多房产世代相传！移民加拿大，人生多一种幸福!",0,0,0,23,3,0,1,0,0,0
"爸爸的爸爸叫爷爷👴","@Hi.  Vera🍄 找我啊",0,0,0,0,0,0,1,1,0,0,1
"鶸"," 提供周三上午温莎去伦敦的carpool",0,0,0,0,0,0,1,1,0,0,0
"JeffWang（房屋贷款经纪）","一般一家4口水费50-60左右/月","密市及周边地区贷款经纪,诚心为您服务！905-3028899,留言必回!",0,10,0,21,5,0,0,2,2,0
"BB张",1,"*",0,0,0,0,1,1,1,0,0,1
"困难的时候要微笑","求一个最近回中国的有尝代物",0,0,0,0,0,0,1,1,0,0,1
"Ryan","多少钱？",0,0,0,0,0,0,1,1,0,0,1
"magicbeauty半永久","位于万锦Kennedy和16街附近著名的特鲁多中学对面(步行一分钟），整套出租，也可分租，一楼三间房，地库两间房。进407，404，401，go train车站，附近有图书馆，大型超市，银行，家庭医生，门口有巴士车站，靠近大统华，丰泰，homedepot, costco, shoppers, 有兴趣请联系6478874581，或微信：Beauty1854","没有最好，只有更好。预约：+1（647）8874581",0,11,0,10,6,1,0,3,3,0
"招财猫",1,0,0,0,0,0,0,1,1,0,0,1
"ミル麋鹿野良鹿","  求国内有偿带物到温莎 日期越近越好 有的私我","努力して、そして生きる fighting fighting",16,0,2,10,1,1,1,1,2,1
"Shu垠","@J-soap  请问一下opa$250具体的名字是什么啊？","不能行走，便选择飞翔",0,0,0,9,1,1,1,0,0,1
"🌀Leiko元元🍧","[鼓掌][鼓掌]","豆<span class=""emoji emoji1f430""></span>&amp;塞<span class=""emoji emoji1f434""></span>",51,8,4,2,18,0,1,6,11,1
"极客geekex-kingten","求一个回国有偿带物",0,0,0,0,0,0,1,1,0,0,1
"HualinWu","谢谢"," ",0,0,1,0,0,1,1,0,0,1
"weymi","求一个dmall回大学的卡普 ",0,0,0,0,0,0,1,1,0,0,1
"艹","5.2号从温莎到机场的车有吗 两个人四个箱子",0,0,0,0,0,0,1,1,0,0,1
"日日日日他童鞋👅",1," ",0,0,1,0,0,1,1,0,0,1
"Sophia",1,"平平淡淡才是真",0,0,0,7,0,1,1,0,0,1
"Jill","求一个从foodbasics回学校附近卡普","This is my kingdom come.",19,0,4,0,1,1,1,5,5,1
"edward",1,"A strong man will struggle with the strom of fate",40,0,9,0,0,1,1,10,10,1
"加拿大高档水果电商联盟","T&J Hifruit 安省，渥太华、蒙特利尔、各个城市取货点【备注：a.各位亲朋好友有所在区域的都可以推荐，随时关注我们，随时欢迎👏👏👏；b.各位小伙伴们选择离自己最近的取货点方便取货，严禁串群】
1⃣️Richmondhill 取货点一bayview&hwy7   线上下单
2⃣Richmond hill 取货点二
Yonge & stouffville rd（sunset beach景区）
3⃣北约克取货点一
742 gorden baker road
Donmills & Finch线上下单
4⃣北约克取货点二
申通快递 8 Kingsdale Ave
Yonge & finch 线上下单
5⃣Markham取货点一
9590 Mccowan Rd线上下单
TD银行对面美容店
6⃣Markham取货点二
Woodbine & elgin mills rd E
7⃣太古（士嘉堡）取货点锦绣中华里1B2   线上下单
8⃣Vaughan 取货点islington ave/langstaff rd Woodbridge
9⃣Oshawa&whitby取货点
26 Greenbush PL
1⃣0⃣Stouffville&luxbridge取货点
2499 concession 3 road, goodwood
1⃣1⃣Downtown取货点
832 Bay st 近多大
线上下单
1⃣️2⃣Mississauga取货点。3320 Grechen Rd（黄金广场附近）线上下单
1⃣4⃣滑铁卢大学取货点
Campus Court Plaza, 140 University Ave W, Waterloo 
1⃣5⃣Kwcg地区取货Guelph,waterloo&kitchener
228 Watervale Cres
1⃣6⃣London取货点               80 capulet lane（丰盛超市附近）
1⃣9⃣newmarket取货点
91 chouinard way Aurora
2⃣1⃣渥太华取货点
      1950 merivale rd unit 7
2⃣2⃣渥太华downtown点
         195 besserer 
2⃣3⃣渥太华kanata取货点
       143 grenadine 
2⃣4⃣蒙特利尔西南取货点
         6948 Rue lacrolx
2⃣5⃣蒙特利尔西岛取货点 
         174 av radisson
2⃣6⃣蒙特利尔西南取货点
          天天好超市
          2150 leger, LaSalle
2⃣7⃣蒙城TMR取货点
247 Trenton AV  H3p1z8
2⃣8⃣蒙特利尔鹦鹉岛取货
451rue du versant pincourt
2⃣9⃣蒙城DT取货点
Bonjour 你好超市
2070 de Maisonneuve Ouest","加拿大高品质空运水果电商",0,0,0,12,0,0,1,0,0,0
"Anita🌟","围栏多高？","在所有人事已非的景色里，我最喜欢你❄️",0,0,0,16,3,1,1,0,0,1
"SistineZhang","有没有清洗地毯的介绍？","多伦多地产经纪，买房卖房，家居设计。",0,0,0,15,3,0,1,0,0,0
"karl","在哪个位置","Have a wanderful 2015！",14,4,3,0,1,1,1,4,4,1
"Yaqi","凉面还是炒鸡好吃～哈哈哈","如人飲水，冷暖自知",0,0,0,8,1,1,1,0,0,1
"小白云",1,0,0,0,0,0,0,1,1,0,0,1
"仇家太多不便透露姓名","司马相如?","红尘烟浓，迷遮众众，年长负忘，为此何来生。破晓时，兑誓助师正",0,0,0,25,5,1,1,0,0,1
"YorkLee","以前都沒看到第六個取貨點，這個取貨點的取貨時間是什麼時候。",0,0,0,0,0,0,1,1,0,0,1
"Loreta","谢谢你加航，我再也不敢买你家的机票",0,0,0,0,0,0,1,1,0,0,1
"😎I'm珍珍珍珍珍～"," maki买cheesecake吗","啦啦啦啦，德瑪西亞〜",0,0,0,8,2,1,1,0,0,1
"Nicole꽃꽃",1,"我还年轻，我没有时间。",0,0,0,9,2,1,1,0,0,1
"Judy-AllLine","求租大学附近2-3室的house, 5月1号开始入住","一只叫朱迪的兔子！",0,0,0,8,1,1,1,0,0,1
"yang加国购6477061984","@York Lee 4～8点",0,0,0,0,0,0,1,1,0,0,0
"Tina","8点半之后有局么","孑孓不独活",0,0,0,5,0,1,1,0,0,1
"Kita","没有主持人的都不好玩",0,0,0,0,0,0,1,1,0,0,1
"星",1,"相信明天会更好！",0,0,0,7,1,1,1,0,0,1
